dataset,original_output,original_text,perturbed_output,perturbed_text,run_type
movie_review,1,one [[funny]] popcorn flick .,0,one [[outlandish]] popcorn flick .,jin
movie_review,1,"this new zealand coming-of-age movie isn't really about anything . when it's this [[rich]] and luscious , who [[cares]] ?",0,"this new zealand coming-of-age movie isn't really about anything . when it's this [[wealthier]] and luscious , who [[haha]] ?",jin
movie_review,1,"tully is [[worth]] a look for its true-to-life characters , its [[sensitive]] acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",0,"tully is [[worthwhile]] a look for its true-to-life characters , its [[troublesome]] acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",jin
movie_review,1,this gorgeous [[epic]] is guaranteed to [[lift]] the [[spirits]] of the whole [[family]] .,0,this gorgeous [[historian]] is guaranteed to [[deletion]] the [[beverages]] of the whole [[spousal]] .,jin
movie_review,1,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[emphasized]] enough .,0,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[insisted]] enough .,jin
movie_review,1,"williams creates a [[stunning]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .",0,"williams creates a [[unbelievable]] , taxi driver-esque portrayal of a man teetering on the edge of sanity .",jin
movie_review,0,"if you're in the right b-movie frame of mind , it may just scare the pants off you .",0,"if you're in the right b-movie frame of mind , it may just scare the pants off you .",jin
movie_review,1,a [[movie]] of [[riveting]] [[power]] and [[sadness]] .,0,a [[flick]] of [[baffling]] [[jurisdiction]] and [[pains]] .,jin
movie_review,1,both a [[detective]] [[story]] and a romance spiced with the intrigue of academic skullduggery and [[politics]] .,0,both a [[nypd]] [[novels]] and a romance spiced with the intrigue of academic skullduggery and [[strategies]] .,jin
movie_review,1,[[quietly]] engaging .,0,[[inconspicuously]] engaging .,jin
movie_review,0,"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",0,"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",jin
movie_review,1,"director roger kumble offers just enough [[sweet]] and traditional romantic comedy to [[counter]] the crudity . and there's the inimitable diaz , holding it all together .",0,"director roger kumble offers just enough [[gentil]] and traditional romantic comedy to [[cope]] the crudity . and there's the inimitable diaz , holding it all together .",jin
movie_review,1,"spielberg's picture is smarter and [[subtler]] than [total recall and blade runner] , although its plot may prove too [[convoluted]] for fun-seeking summer audiences .",0,"spielberg's picture is smarter and [[trickier]] than [total recall and blade runner] , although its plot may prove too [[challenging]] for fun-seeking summer audiences .",jin
movie_review,1,"it's got all the familiar bruckheimer elements , and schumacher [[does]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting [[styles]] and onscreen personas .",0,"it's got all the familiar bruckheimer elements , and schumacher [[wants]] probably as good a job as anyone at bringing off the hopkins/rock collision of acting [[layout]] and onscreen personas .",jin
movie_review,1,"a grittily beautiful [[film]] that [[looks]] , [[sounds]] , and [[feels]] more like an [[extended]] , open-ended [[poem]] than a [[traditionally]] [[structured]] story .",0,"a grittily beautiful [[cinematographer]] that [[appears]] , [[appears]] , and [[stinks]] more like an [[widened]] , open-ended [[poetry]] than a [[ordinarily]] [[institutionalized]] story .",jin
movie_review,1,"dense , [[exhilarating]] [[documentary]] .",0,"dense , [[sexier]] [[documents]] .",jin
movie_review,1,the production values are of the highest and the [[performances]] attractive without being memorable .,0,the production values are of the highest and the [[reproductions]] attractive without being memorable .,jin
movie_review,1,a well-rounded [[tribute]] to a man whose achievements -- and [[complexities]] -- [[reached]] [[far]] beyond the [[end]] [[zone]] .,0,a well-rounded [[appreciative]] to a man whose achievements -- and [[sophistication]] -- [[got]] [[severely]] beyond the [[termination]] [[field]] .,jin
movie_review,1,"[[finely]] [[crafted]] , [[finely]] [[written]] , [[exquisitely]] [[performed]]",0,"[[prettily]] [[produced]] , [[admirably]] [[drafted]] , [[shockingly]] [[waged]]",jin
movie_review,1,ramsay and morton [[fill]] this character [[study]] with [[poetic]] force and buoyant [[feeling]] .,0,ramsay and morton [[refilling]] this character [[scrutinized]] with [[rhyme]] force and buoyant [[printout]] .,jin
movie_review,1,this submarine [[drama]] [[earns]] the right to be favorably compared to das boot .,0,this submarine [[tragedy]] [[getting]] the right to be favorably compared to das boot .,jin
movie_review,1,"claude chabrol's camera has a [[way]] of gently swaying back and forth as it cradles its [[characters]] , veiling tension beneath otherwise [[tender]] movements .",0,"claude chabrol's camera has a [[pleas]] of gently swaying back and forth as it cradles its [[digits]] , veiling tension beneath otherwise [[auctioning]] movements .",jin
movie_review,1,"there's a great deal of corny dialogue and preposterous moments . and yet , it still [[works]] .",0,"there's a great deal of corny dialogue and preposterous moments . and yet , it still [[functioned]] .",jin
movie_review,1,the [[film]] was [[immensely]] enjoyable thanks to great performances by both steve buscemi and [[rosario]] [[dawson]] . . .,0,the [[cameraman]] was [[drastically]] enjoyable thanks to great performances by both steve buscemi and [[burgos]] [[holt]] . . .,jin
movie_review,1,"like many western action films , this thriller is too loud and thoroughly overbearing , but its [[heartfelt]] concern about north korea's recent past and south korea's future adds a much needed moral weight .",0,"like many western action films , this thriller is too loud and thoroughly overbearing , but its [[staunch]] concern about north korea's recent past and south korea's future adds a much needed moral weight .",jin
movie_review,1,"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the [[immense]] imax screen .",0,"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the [[gargantuan]] imax screen .",jin
movie_review,1,a [[joyous]] [[occasion]],1,a [[feliz]] [[possibility]],jin
movie_review,1,"mike white's [[deft]] combination of [[serious]] [[subject]] [[matter]] and dark , funny [[humor]] [[make]] "" "" the [[good]] [[girl]] "" a film [[worth]] watching .",0,"mike white's [[smarts]] combination of [[tremendous]] [[subordinated]] [[asia]] and dark , funny [[travesty]] [[offer]] "" "" the [[bestest]] [[nana]] "" a film [[chastisement]] watching .",jin
movie_review,1,this is a [[shrewd]] and [[effective]] [[film]] from a director who [[understands]] how to [[create]] and [[sustain]] a [[mood]] .,0,this is a [[cunning]] and [[reasonable]] [[cameraman]] from a director who [[involves]] how to [[generate]] and [[backed]] a [[vibe]] .,jin
movie_review,0,meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .,0,meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .,jin
movie_review,1,"assayas' ambitious , sometimes [[beautiful]] [[adaptation]] of [[jacques]] chardonne's novel .",0,"assayas' ambitious , sometimes [[peachy]] [[readjusted]] of [[jacque]] chardonne's novel .",jin
movie_review,1,"as ex-marine walter , who may or may not [[have]] shot kennedy , actor raymond [[j]] . barry is perfectly creepy and [[believable]] .",0,"as ex-marine walter , who may or may not [[ont]] shot kennedy , actor raymond [[jie]] . barry is perfectly creepy and [[reputable]] .",jin
movie_review,1,those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[reserved]] but existential poignancy .,0,those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his [[bookings]] but existential poignancy .,jin
movie_review,1,"pete's screenplay manages to find that [[real]] natural , even-flowing tone that few [[movies]] are able to accomplish .",0,"pete's screenplay manages to find that [[actual]] natural , even-flowing tone that few [[filmmakers]] are able to accomplish .",jin
movie_review,1,"like brosnan's [[performance]] , evelyn comes from the [[heart]] .",0,"like brosnan's [[comeback]] , evelyn comes from the [[quid]] .",jin
movie_review,1,"it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[powerful]] , naturally dramatic piece of low-budget [[filmmaking]] .",0,"it uses some of the figures from the real-life story to portray themselves in the film . the result is a [[pompous]] , naturally dramatic piece of low-budget [[filmmaker]] .",jin
movie_review,1,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[viewing]] .,0,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy [[consultations]] .,jin
movie_review,1,"the [[early]] and [[middle]] passages are [[surprising]] in how [[much]] they [[engage]] and even [[touch]] [[us]] . this is not a [[classical]] [[dramatic]] [[animated]] [[feature]] , nor a hip , [[contemporary]] , in-jokey one . it's sort of in-between , and it [[works]] .",0,"the [[timely]] and [[east]] passages are [[baffling]] in how [[considerable]] they [[launches]] and even [[poked]] [[our]] . this is not a [[accustomed]] [[sizable]] [[animate]] [[idiosyncrasies]] , nor a hip , [[underway]] , in-jokey one . it's sort of in-between , and it [[functioning]] .",jin
movie_review,1,"this [[quiet]] , introspective and entertaining [[independent]] is [[worth]] seeking .",0,"this [[shush]] , introspective and entertaining [[unrelated]] is [[meritorious]] seeking .",jin
movie_review,1,"whether our action-and-popcorn obsessed culture will embrace this [[engaging]] and literate psychodrama isn't much of a mystery , unfortunately .",0,"whether our action-and-popcorn obsessed culture will embrace this [[engage]] and literate psychodrama isn't much of a mystery , unfortunately .",jin
movie_review,1,"whether or not ram [[dass]] proves as clear and reliable an authority on that as he was about inner [[consciousness]] , [[fierce]] [[grace]] [[reassures]] [[us]] that he will once again be an honest and loving one .",0,"whether or not ram [[zum]] proves as clear and reliable an authority on that as he was about inner [[realisation]] , [[quarrelsome]] [[clemency]] [[assured]] [[we]] that he will once again be an honest and loving one .",jin
movie_review,1,"sly , [[sophisticated]] and [[surprising]] .",0,"sly , [[tortuous]] and [[sensational]] .",jin
movie_review,1,[[spare]] but quietly [[effective]] retelling .,0,[[booking]] but quietly [[usefulness]] retelling .,jin
movie_review,1,demonstrates a vivid [[imagination]] and an impressive [[style]] that result in some [[terrific]] setpieces .,0,demonstrates a vivid [[eyesight]] and an impressive [[modeling]] that result in some [[ravishing]] setpieces .,jin
movie_review,1,"by its modest , straight-ahead standards , undisputed scores a [[direct]] [[hit]] .",0,"by its modest , straight-ahead standards , undisputed scores a [[outspoken]] [[bombed]] .",jin
movie_review,1,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find [[compelling]] .",0,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find [[convincing]] .",jin
movie_review,1,"for those who [[like]] [[quirky]] , [[slightly]] [[strange]] [[french]] [[films]] , this is a must !",1,"for those who [[enjoyed]] [[screwball]] , [[superficially]] [[freaky]] [[frenchman]] [[movie]] , this is a must !",jin
movie_review,1,"there are so few films about the plight of american indians in modern america that skins comes as a [[welcome]] , if [[downbeat]] , missive from a forgotten front .",0,"there are so few films about the plight of american indians in modern america that skins comes as a [[hailed]] , if [[dismal]] , missive from a forgotten front .",jin
movie_review,1,"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[refusing]] to [[compromise]] his vision .",0,"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and [[wastes]] to [[compromises]] his vision .",jin
movie_review,1,a [[whale]] of a good time for both [[children]] and [[parents]] seeking christian-themed fun .,0,a [[whaling]] of a good time for both [[immature]] and [[affinity]] seeking christian-themed fun .,jin
movie_review,0,what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .,0,what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .,jin
movie_review,1,[[much]] [[smarter]] and more attentive than it first [[sets]] out to [[be]] .,0,[[sizable]] [[cancerous]] and more attentive than it first [[prescribes]] out to [[was]] .,jin
movie_review,1,the [[story]] is [[smart]] and entirely [[charming]] in [[intent]] and execution .,0,the [[historian]] is [[canny]] and entirely [[cutie]] in [[intending]] and execution .,jin
movie_review,1,a [[movie]] of [[technical]] [[skill]] and [[rare]] [[depth]] of [[intellect]] and feeling .,0,a [[photographer]] of [[technician]] [[proficient]] and [[scant]] [[meticulous]] of [[bother]] and feeling .,jin
movie_review,1,represents a [[worthy]] [[departure]] from the culture clash comedies that have marked an emerging indian american cinema .,0,represents a [[befitting]] [[abandoning]] from the culture clash comedies that have marked an emerging indian american cinema .,jin
movie_review,1,"doesn't do more than expand a tv show to movie length . however , it's [[pleasant]] enough and its ecological , pro-wildlife sentiments are certainly [[welcome]] .",0,"doesn't do more than expand a tv show to movie length . however , it's [[tasty]] enough and its ecological , pro-wildlife sentiments are certainly [[appreciative]] .",jin
movie_review,0,"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .",0,"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .",jin
movie_review,1,"a pointed , often [[tender]] , [[examination]] of the pros and [[cons]] of [[unconditional]] [[love]] and familial duties .",0,"a pointed , often [[submissions]] , [[inspects]] of the pros and [[motherfuckers]] of [[slavish]] [[oi]] and familial duties .",jin
movie_review,0,"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0,"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",jin
movie_review,1,a comedy-drama of [[nearly]] epic proportions rooted in a [[sincere]] performance by the title character undergoing midlife [[crisis]] .,0,a comedy-drama of [[hardly]] epic proportions rooted in a [[enthusiastic]] performance by the title character undergoing midlife [[flop]] .,jin
movie_review,1,it's about issues most adults have to face in marriage and i think that's what i [[liked]] about it -- the real issues tucked between the silly and crude storyline .,0,it's about issues most adults have to face in marriage and i think that's what i [[preferred]] about it -- the real issues tucked between the silly and crude storyline .,jin
movie_review,1,"elegantly produced and expressively [[performed]] , the six musical numbers [[crystallize]] [[key]] plot [[moments]] into minutely detailed wonders of [[dreamlike]] ecstasy .",0,"elegantly produced and expressively [[waged]] , the six musical numbers [[evaporates]] [[principal]] plot [[hours]] into minutely detailed wonders of [[hallucinatory]] ecstasy .",jin
movie_review,1,enriched by a [[strong]] and unforced supporting cast .,0,enriched by a [[steep]] and unforced supporting cast .,jin
movie_review,1,writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is [[undeniable]] .,0,writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is [[unassailable]] .,jin
movie_review,1,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected [[gravity]] to blade ii .",0,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected [[profundity]] to blade ii .",jin
movie_review,1,"not a strike against yang's similarly themed yi yi , but i [[found]] what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .",0,"not a strike against yang's similarly themed yi yi , but i [[discover]] what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .",jin
movie_review,1,"a breathtaking [[adventure]] for all [[ages]] , [[spirit]] [[tells]] its [[poignant]] and uplifting story in a stunning fusion of music and images .",0,"a breathtaking [[misadventures]] for all [[seniority]] , [[encyclopaedia]] [[stated]] its [[horrifying]] and uplifting story in a stunning fusion of music and images .",jin
movie_review,1,a charming and [[funny]] [[story]] of [[clashing]] cultures and a [[clashing]] mother/[[daughter]] [[relationship]] .,0,a charming and [[giggle]] [[floors]] of [[clanging]] cultures and a [[contradicting]] mother/[[chick]] [[relating]] .,jin
movie_review,1,"never [[lets]] [[go]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at [[times]] [[uncommonly]] moving .",0,"never [[afford]] [[expend]] your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches . . . gorgeous , passionate , and at [[calendars]] [[abnormally]] moving .",jin
movie_review,1,""" . . . something appears to have been [[lost]] in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0,""" . . . something appears to have been [[loosing]] in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,jin
movie_review,1,"[washington's] strong [[hand]] , keen [[eye]] , [[sweet]] spirit and good taste are reflected in almost [[every]] [[scene]] .",0,"[washington's] strong [[lado]] , keen [[noses]] , [[delectable]] spirit and good taste are reflected in almost [[any]] [[scenes]] .",jin
movie_review,0,"shiner can certainly go the distance , but isn't world championship material",0,"shiner can certainly go the distance , but isn't world championship material",jin
movie_review,1,"[[lovingly]] photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .",0,"[[clumsily]] photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .",jin
movie_review,1,[[consistently]] [[clever]] and [[suspenseful]] .,1,[[necessarily]] [[malin]] and [[suggestive]] .,jin
movie_review,1,"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless [[pranksters]] than political activists .",0,"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless [[prankster]] than political activists .",jin
movie_review,1,"the story gives ample opportunity for large-scale action and [[suspense]] , which director shekhar kapur supplies with [[tremendous]] skill .",0,"the story gives ample opportunity for large-scale action and [[awaits]] , which director shekhar kapur supplies with [[enormous]] skill .",jin
movie_review,1,"red dragon "" never cuts [[corners]] .",0,"red dragon "" never cuts [[angles]] .",jin
movie_review,1,fresnadillo [[has]] something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the [[path]] of good sense .,0,fresnadillo [[was]] something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the [[tract]] of good sense .,jin
movie_review,1,throws in enough clever and [[unexpected]] twists to make the formula feel fresh .,0,throws in enough clever and [[unintentional]] twists to make the formula feel fresh .,jin
movie_review,1,[[weighty]] and ponderous but every bit as filling as the treat of the title .,0,[[gargantuan]] and ponderous but every bit as filling as the treat of the title .,jin
movie_review,1,"a real audience-pleaser that [[will]] [[strike]] a [[chord]] with anyone who's ever waited in a doctor's [[office]] , [[emergency]] [[room]] , [[hospital]] [[bed]] or [[insurance]] [[company]] [[office]] .",0,"a real audience-pleaser that [[intention]] [[slugged]] a [[cord]] with anyone who's ever waited in a doctor's [[offices]] , [[unanticipated]] [[wards]] , [[pediatrics]] [[bedding]] or [[guaranteed]] [[enterprising]] [[presidium]] .",jin
movie_review,1,[[generates]] an enormous feeling of [[empathy]] for its [[characters]] .,0,[[leads]] an enormous feeling of [[pity]] for its [[trait]] .,jin
movie_review,1,exposing the [[ways]] we fool ourselves is one hour photo's real [[strength]] .,0,exposing the [[routing]] we fool ourselves is one hour photo's real [[kraft]] .,jin
movie_review,1,"it's up to you to decide whether to admire these people's [[dedication]] to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of [[american]] [[life]] .",0,"it's up to you to decide whether to admire these people's [[piety]] to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of [[america]] [[vivre]] .",jin
movie_review,1,"mostly , [goldbacher] just [[lets]] her [[complicated]] characters be unruly , confusing and , through it all , human .",0,"mostly , [goldbacher] just [[gives]] her [[complicating]] characters be unruly , confusing and , through it all , human .",jin
movie_review,1,. . . quite good at [[providing]] some good old fashioned spooks .,0,. . . quite good at [[provided]] some good old fashioned spooks .,jin
movie_review,0,"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",0,"at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",jin
movie_review,1,scherfig's light-hearted [[profile]] of [[emotional]] [[desperation]] is achingly [[honest]] and [[delightfully]] [[cheeky]] .,1,scherfig's light-hearted [[described]] of [[affective]] [[bewilderment]] is achingly [[cordial]] and [[wickedly]] [[inconsiderate]] .,jin
movie_review,1,"a journey spanning [[nearly]] [[three]] [[decades]] of bittersweet camaraderie and history , in which we [[feel]] that we [[truly]] [[know]] what [[makes]] holly and marina [[tick]] , and our hearts go out to them as both [[continue]] to [[negotiate]] their [[imperfect]] , love-hate relationship .",0,"a journey spanning [[scarcely]] [[five]] [[years]] of bittersweet camaraderie and history , in which we [[thought]] that we [[actually]] [[knowledge]] what [[ai]] holly and marina [[check]] , and our hearts go out to them as both [[constants]] to [[godsend]] their [[awry]] , love-hate relationship .",jin
movie_review,1,"the [[wonderfully]] lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .",0,"the [[appallingly]] lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting .",jin
movie_review,1,"as it turns out , you can go [[home]] again .",0,"as it turns out , you can go [[homing]] again .",jin
movie_review,1,"you've already [[seen]] [[city]] by the [[sea]] under a [[variety]] of [[titles]] , but it's [[worth]] yet another [[visit]] .",0,"you've already [[vu]] [[mayor]] by the [[marin]] under a [[multi]] of [[headlines]] , but it's [[amounting]] yet another [[consulted]] .",jin
movie_review,1,"this kind of hands-on [[storytelling]] is ultimately what [[makes]] [[shanghai]] [[ghetto]] move beyond a [[good]] , dry , [[reliable]] [[textbook]] and what [[allows]] it to rank with its [[worthy]] predecessors .",0,"this kind of hands-on [[myths]] is ultimately what [[payer]] [[mandarin]] [[hood]] move beyond a [[buena]] , dry , [[credible]] [[handbook]] and what [[licensed]] it to rank with its [[legitimate]] predecessors .",jin
movie_review,0,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",0,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .",jin
movie_review,1,"grown-up quibbles are beside the point here . the little girls understand , and [[mccracken]] [[knows]] that's all that [[matters]] .",0,"grown-up quibbles are beside the point here . the little girls understand , and [[purdy]] [[understanding]] that's all that [[matter]] .",jin
movie_review,1,"a powerful , chilling , and affecting [[study]] of one man's dying [[fall]] .",0,"a powerful , chilling , and affecting [[scrutinized]] of one man's dying [[declined]] .",jin
movie_review,0,this is a fascinating film because there is no clear-cut hero and no all-out villain .,0,this is a fascinating film because there is no clear-cut hero and no all-out villain .,jin
movie_review,1,"a dreadful day in irish history is given passionate , if [[somewhat]] [[flawed]] , treatment .",0,"a dreadful day in irish history is given passionate , if [[abundantly]] [[tainted]] , treatment .",jin
movie_review,1,. . . a [[good]] film that must have baffled the folks in the marketing department .,0,. . . a [[advisable]] film that must have baffled the folks in the marketing department .,jin
movie_review,1,". . . is funny in the [[way]] that [[makes]] you ache with [[sadness]] ( the [[way]] [[chekhov]] is funny ) , [[profound]] without ever being self-important , [[warm]] without ever [[succumbing]] to [[sentimentality]] .",0,". . . is funny in the [[course]] that [[contributing]] you ache with [[dismay]] ( the [[arteries]] [[gogol]] is funny ) , [[root]] without ever being self-important , [[warmed]] without ever [[succumb]] to [[bunch]] .",jin
movie_review,0,"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",0,"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",jin
movie_review,1,a soul-stirring documentary about the [[israeli]]/[[palestinian]] [[conflict]] as [[revealed]] through the [[eyes]] of some [[children]] who [[remain]] [[curious]] about [[each]] other against all odds .,0,a soul-stirring documentary about the [[mossad]]/[[israelis]] [[squabbles]] as [[unveils]] through the [[stare]] of some [[kid]] who [[permanence]] [[nosey]] about [[every]] other against all odds .,jin
movie_review,1,what's so striking about jolie's [[performance]] is that she never lets her character become a caricature -- not even with that radioactive hair .,0,what's so striking about jolie's [[perform]] is that she never lets her character become a caricature -- not even with that radioactive hair .,jin
movie_review,0,"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",0,"the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish .",jin
movie_review,1,"the performances are [[immaculate]] , with roussillon providing comic relief .",0,"the performances are [[unspoiled]] , with roussillon providing comic relief .",jin
movie_review,1,kinnear . . . gives his [[best]] screen performance with an oddly winning portrayal of one of life's ultimate losers .,0,kinnear . . . gives his [[higher]] screen performance with an oddly winning portrayal of one of life's ultimate losers .,jin
movie_review,1,"hugh grant , who has a good line in charm , has never been more [[charming]] than in about a boy .",0,"hugh grant , who has a good line in charm , has never been more [[charmer]] than in about a boy .",jin
movie_review,1,there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that [[permeates]] the script .,0,there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that [[infiltrates]] the script .,jin
movie_review,1,"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[things]] to happen .",0,"reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for [[point]] to happen .",jin
movie_review,1,one of the best looking and stylish [[animated]] [[movies]] in [[quite]] a while . . .,0,one of the best looking and stylish [[promoted]] [[kino]] in [[awfully]] a while . . .,jin
movie_review,1,"its use of the thriller [[form]] to [[examine]] the labyrinthine [[ways]] in which people's lives cross and change , buffeted by events seemingly out of their [[control]] , is intriguing , provocative [[stuff]] .",0,"its use of the thriller [[forman]] to [[discuss]] the labyrinthine [[pathways]] in which people's lives cross and change , buffeted by events seemingly out of their [[surveillance]] , is intriguing , provocative [[dope]] .",jin
movie_review,1,denver should not get the first and last look at one of the most triumphant [[performances]] of vanessa redgrave's [[career]] . it [[deserves]] to be [[seen]] everywhere .,0,denver should not get the first and last look at one of the most triumphant [[spectacles]] of vanessa redgrave's [[errand]] . it [[deserved]] to be [[experimented]] everywhere .,jin
movie_review,1,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[emotional]] depth of haynes' work . [[though]] haynes' style apes films from the [[period]] . . . its message is not rooted in that [[decade]] .",0,"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the [[psychiatric]] depth of haynes' work . [[unless]] haynes' style apes films from the [[schedule]] . . . its message is not rooted in that [[ten]] .",jin
movie_review,1,[[waiting]] for godard can be fruitful : 'in praise of love' is the director's epitaph for himself .,0,[[hoping]] for godard can be fruitful : 'in praise of love' is the director's epitaph for himself .,jin
movie_review,1,a gangster movie with the capacity to [[surprise]] .,0,a gangster movie with the capacity to [[stupor]] .,jin
movie_review,1,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are [[worth]] the price of admission . . . if "" gory mayhem "" is your idea of a good time .",0,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are [[pena]] the price of admission . . . if "" gory mayhem "" is your idea of a good time .",jin
movie_review,1,"if not a home [[run]] , then at least a solid base hit .",0,"if not a home [[executive]] , then at least a solid base hit .",jin
movie_review,0,goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,0,goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,jin
movie_review,1,. . . a fairly disposable yet still [[entertaining]] b picture .,0,. . . a fairly disposable yet still [[fooling]] b picture .,jin
movie_review,1,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[rewarding]] .",0,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[bounties]] .",jin
movie_review,1,the [[film]] [[truly]] does rescue [the funk [[brothers]]] from motown's [[shadows]] . it's about time .,0,the [[cinemas]] [[candidly]] does rescue [the funk [[sorority]]] from motown's [[sunglasses]] . it's about time .,jin
movie_review,1,"drawing on an irresistible , languid romanticism , byler [[reveals]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",0,"drawing on an irresistible , languid romanticism , byler [[betrays]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",jin
movie_review,0,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",jin
movie_review,1,[scherfig] has [[made]] a movie that will leave you wondering about the characters' [[lives]] after the clever credits [[roll]] .,0,[scherfig] has [[put]] a movie that will leave you wondering about the characters' [[llfe]] after the clever credits [[spools]] .,jin
